doi,abstract,detected_compounds,detection_number,actual_compound,actual_compnum 
10.1038/ja.2014.6,"Two new α-pyrone derivatives, infectopyrones A (1) and B (2), were obtained from the EtOAc extract of the endophytic fungus Stemphylium sp. 33231 isolated from the mangrove Brguiera sexangula var. rhynchopetala collected in the South China Sea. Their structures were elucidated by the detailed analysis of comprehensive spectroscopic data. Compounds 1 and 2 were evaluated for their antibacterial activities, and they had a broad spectrum of antibacterial activity against five terrestrial pathogenic bacteria.","['Infectopyrone A', 'Infectopyrone B']",2,"['Infectopyrone A', 'Infectopyrone B']",2
10.1080/14786419.2014.951353,"A new meroterpenoid, named tatenoic acid (1), was isolated from the fungus Neosartorya tatenoi KKU-2NK23, together with five known compounds, aszonapyrones A and B (2 and 3), aszonalenin (4), ergosterol (5) and D-mannitol (6). Their structures were established on the basis of spectroscopic methods. Aszonapyrones A (2) exhibited antimalarial activity against Plasmodium falciparum, and it also exhibited cytotoxicity against two cancer cell lines, NCI-H187 and KB.","['Aszonalenin', 'Aszonapyrone A', 'Aszonapyrone B', 'D-mannitol', 'Ergosterol', 'Tatenoic acid']",6,['Tatenoic acid'],1
10.1080/14786419.2013.871546,"A new prenylated indole derivative 3-acetonylidene-7-prenylindolin-2-one (1) was isolated from the endophytic actinobacterium Streptomyces sp. neau-D50, together with four known hybrid isoprenoids, 7-isoprenylindole-3-carboxylic acid (2), 3-cyanomethyl-6-prenylindole (3), 6-isoprenylindole-3-carboxylic acid (4) and 7,4′-dihydroxy-5-methoxy-8-(γ,γ-dimethylallyl)-flavanone (5). The structures of these compounds were elucidated on the basis of extensive spectroscopic analysis and comparison with data from the literature. Compounds 1 and 2 demonstrated strong cytotoxic activities against human lung adenocarcinoma cell line A549 with an IC50 of 3.3 and 5.1 g mL - 1, respectively, which are comparable to that of the positive control doxorubicin (4.2 g mL- 1). Furthermore, compounds 1-4 exhibited potent antifungal activity against phytopathogenic fungi Colletotrichum orbiculare, Phytophthora capsici, Corynespora cassiicola and Fusarium oxysporum.","['3-acetonylidene-7-prenylindolin-2-one', '3-cyanomethyl-6-prenylindole', '6-isoprenylindole-3-carboxylic acid', '7,4′-dihydroxy-5-methoxy-8-(γ,γ-dimethylallyl)-flavanone', '7-isoprenylindole-3-carboxylic acid']",5,['3-acetonylidene-7-prenylindolin-2-one'],1
10.1080/14786419.2013.841687,"Investigation of bioactive secondary metabolites from terrestrial Aspergillus oryzae sp. MMAO1 using M2 medium afforded a new diketopiperazine alkaloid, 7,9-dihydroxy-3-(1H-indol-3-ylmethyl)-8-methoxy-2,3, 11,11a-tetrahydro-6H-pyrazino[1,2-b]isoquinoline-1,4-dione (1a), containing the unusual amino acid l-6,8-dihydroxy-7-methoxyphenylalanine. This was co-isolated with ditryptophenaline (2), cyclo-(Tryp,Tyr) (4), cyclo-(Pro,Val), cyclopiazonic acid (3), kojic acid and uridine. Re-cultivation of the fungal strain on Dox medium led to the production of bisdethio(bismethylthio)gliotoxin (5), pseurotin A (6) along with linoleic acid, cyclopiazonic acid (3) and kojic acid. The chemical structure of the new diketopiperazine alkaloid including the relative configuration was determined by 1D and 2D NMR spectroscopy and HR-ESI-MS spectrometry, and by comparison with the related literature. The new alkaloid (1a) showed no antimicrobial activity or cytotoxicity against brine shrimps. © 2014","['Bisdethio(bismethylthio)gliotoxin', 'Cyclo-(tryp,tyr)', 'Cyclopiazonic acid', 'Ditryptophenaline', 'Pseurotin A']",5,"['7,9-dihydroxy-3-(1H-indol-3-ylmethyl)-8-methoxy-2,3,11,11a-tetrahydro-6H-pyrazino[1,2-b]isoquinoline-1,4-dione']",1
10.1080/14786419.2014.923996,"One new ergosteroid derivative, isocyathisterol (1), and eight known compounds (2-9) were isolated from the culture of an algicolous strain (cf-42) of Aspergillus ustus obtained from the fresh tissue of marine green alga Codium fragile. The structure and absolute configuration of 1 were unequivocally identified by using NMR and mass spectroscopic methods as well as quantum chemical calculations. Compound 1 exhibited weak antibacterial activity.",['Isocyathisterol'],1,['Isocyathisterol'],1
10.1002/chem.201403979,"Six new lipodepsipeptides and an additional linear derivative named taxlllaids A-G (1-7) have been identified in the entomopathogenic bacterium Xenorhabdus indica. The structures of the main compounds have been solved by detailed NMR spectroscopic analysis and the structures of minor derivatives were elucidated by a combination of labelling experiments and detailed MS experiments. The absolute configuration of the taxlllaids was deduced by using the advanced Marfey method and analysis of the biosynthesis gene cluster showing the presence of epimerisation domains, which was subsequently proved to be correct by solid-phase peptide synthesis of all taxlllaids. The exchange of a single amino acid in the adenylation domain was shown to be responsible for substrate promiscuity of the third A domain, resulting in the incorporation of leucine, phenylalanine or tyrosine. Bioactivity testing revealed the taxlllaids to be weakly active against Plasmodium falciparum and against a number of eukaryotic cell lines.","['Taxlllaid A', 'Taxlllaid B', 'Taxlllaid C', 'Taxlllaid D', 'Taxlllaid E', 'Taxlllaid F', 'Taxlllaid G']",7,"['Taxlllaid A', 'Taxlllaid F', 'Taxlllaid D', 'Taxlllaid B', 'Taxlllaid C', 'Taxlllaid E', 'Taxlllaid G']",7
10.1016/j.peptides.2013.09.019,"The cell free culture filtrate of a Comamonas testosteroni associated with an Entomopathogenic nematode (EPN), Rhabditis (Oscheius) sp. exhibited promising antimicrobial activity. The ethyl acetate extract of the bacterial culture filtrate was purified by silica gel column chromatography to obtain five diketopiperazines or cyclic dipeptides (DKP 1-5). The structure and absolute stereochemistry of the compounds were determined based on extensive spectroscopic analyses (HR-MS, (1)HNMR, (13)CNMR, (1)H-(1)H COSY, (1)H-(13)C HMBC) and Marfey's method. Based on the spectral data the compounds were identified as Cyclo-(L-Trp-L-Pro) (1), Cyclo-(L-Trp-L-Tyr) (2), Cyclo-(L-Trp-L-Ile) (3), Cyclo-(L-Trp-L-Leu) (4) and Cyclo-(L-Trp-L-Phe) (5), respectively. Three diketopiperazines (DKP 2, 3 and 5) were active against all the ten bacteria tested. The highest activity of 0.5μg/ml by Cyclo-(L-Trp-L-Phe) was recorded against Vibrio cholerae followed by Salmonella typhi (1 μg/ml) a human pathogen responsible for life threatening diseases like profuse watery diarrhea and typhoid or enteric fever. The activity of this compound against V. cholerae and S. typhi is more effective than ciprofloxacin and ampicillin, the standard antibiotics. Cyclo-(L-Trp-L-Phe) recorded significant antibacterial activity against all the test bacteria when compared to other compounds. Five diketopiperazines were active against all the test fungi and are more effective than bavistin the standard fungicide. Diketopiperazines recorded no cytotoxicity to FS normal fibroblast and VERO cells (African green monkey kidney) except DKP 3 and 4. To our best knowledge this is the first report of antimicrobial activity of the tryptophan containing diketopiperazines against the human pathogenic microbes. The production of cyclic dipeptides by C. testosteroni is also reported here for the first time. We conclude that the C. testosteroni is promising sources of natural bioactive secondary metabolites against human pathogenic bacteria which may receive great benefit in the field of human medicine in near future.","['(13)cnmr,', 'Cyclo-(l-trp-l-ile)', 'Cyclo-(l-trp-l-leu)', 'Cyclo-(l-trp-l-phe)', 'Cyclo-(l-trp-l-pro)', 'Cyclo-(l-trp-l-tyr)']",6,"['Cyclo-(L-Trp-L-Tyr), (C) Cyclo-(L- Trp-L-Ile), (D) Cyclo-(L-Trp-L-Leu)']",1
10.1021/ol5003913,"A marine-derived Streptomyces sp. (CMB-M0244) isolated from a sediment collected off South Molle Island, Queensland, produced mollemycin A (1) as a new first in class glyco-hexadepsipeptide-polyketide. The structure of 1 was assigned by detailed spectroscopic analysis, supported by chemical derivatization and degradation, and C3 Marfey's analysis. Mollemycin A (1) exhibits exceptionally potent and selective growth inhibitory activity against Gram-positive and Gram-negative bacteria (IC50 10-50 nM) and drug-sensitive (3D7; IC50 7 nM) and multidrug-resistant (Dd2; IC 50 9 nM) clones of the malaria parasite Plasmodium falciparum.",['Mollemycin A'],1,['Mollemycin A'],1
10.1016/j.fitote.2014.01.003,"Two unusual dibenzofurans, preussiafurans A-B (1-2), together with six known compounds have been isolated from the fungus Preussia sp. occurring in Enantia chlorantha Oliv. The structures were established on the basis of 1D and 2D NMR spectroscopy and MS analysis. Compounds 1-4 showed antiplasmodial activity against erythrocytic stages of chloroquine-resistant Plasmodium falciparum (NF54) and moderate cytotoxicity on L6 cell lines with IC 50 values of 8.67 and 14.8 μM, respectively.","['Preussiafuran A', 'Preussiafuran B']",2,"['Preussiafuran A', 'Preussiafuran B']",2
10.3390/md12073904,"Six new caryophyllene-based sesquiterpenoids named punctaporonins H-M (1-6), together with punctaporonin B (7) and humulane (8) were isolated from the fermentation broth of the sponge-derived fungus Hansfordia sinuosae. Their structures were determined by the extensive HRESIMS and NMR spectroscopic analysis, including the X-ray crystallographic data for the assignment of the absolute configurations of punctaporonins H-I (1-2). The isolated compounds were evaluated for antihyperlipidemic, cytotoxic and antimicrobial activities, and punctaporonin K (4) exhibited potent effects to reduce the triglycerides and total cholesterol in the intracellular levels.","['Humulane', 'Punctaporonin B', 'Punctaporonin H', 'Punctaporonin I', 'Punctaporonin J', 'Punctaporonin K', 'Punctaporonin L', 'Punctaporonin M']",8,"['Punctaporonin H', 'Punctaporonin K', 'Punctaporonin J', 'Punctaporonin L', 'Punctaporonin M', 'Punctaporonin I']",6
10.3390/md12010477,"A new alkaloid, 2-(furan-2-yl)-6-(2S,3S,4-trihydroxybutyl)pyrazine (1), along with 12 known compounds, 2-(furan-2-yl)-5-(2S,3S,4-trihydroxybutyl) pyrazine (2), (S)-4-isobutyl-3-oxo-3,4-dihydro-1H-pyrrolo[2,1-c][1,4]oxazine-6- carbaldehyde (3), (S)-4-isopropyl-3-oxo-3,4-dihydro-1H-pyrrolo[2,1-c][1,4] oxazine-6-carbaldehyde (4), (4S)-4-(2-methylbutyl)-3-oxo-3,4-dihydro-1H- pyrrolo[2,1-c][1,4]oxazine-6-carbaldehyde (5), (S)-4-benzyl-3-oxo-3,4-dihydro- 1H-pyrrolo[2,1-c][1,4]oxazine-6-carbaldehyde (6), flazin (7), perlolyrine (8), 1-hydroxy-β-carboline (9), lumichrome (10), 1H-indole-3-carboxaldehyde (11), 2-hydroxy-1-(1H-indol-3-yl)ethanone (12), and 5-(methoxymethyl)-1H- pyrrole-2-carbaldehyde (13), were isolated and identified from the fermentation broth of an endophytic actinomycetes, Jishengella endophytica 161111. The new structure 1 and the absolute configurations of 2-6 were determined by spectroscopic methods, J- based configuration analysis (JBCA) method, lactone sector rule, and electronic circular dichroism (ECD) calculations. Compounds 8-11 were active against the influenza A virus subtype H1N1 with IC50 and selectivity index (SI) values of 38.3(±1.2)/25.0(±3.6)/39. 7(±5.6)/45.9(±2.1) μg/mL and 3.0/16.1/3.1/11.4, respectively. The IC50 and SI values of positive control, ribavirin, were 23.1(±1.7) μg/mL and 32.2, respectively. The results showed that compound 9 could be a promising new hit for anti-H1N1 drugs. The absolute configurations of 2-5, 13C nuclear magnetic resonance (NMR) data and the specific rotations of 3-6 were also reported here for the first time.","['1-hydroxy-β-carboline', '1h-indole-3-carboxaldehyde', '2-(furan-2-yl)-6-(2s,3s,4-trihydroxybutyl)pyrazine', '2-hydroxy-1-(1h-indol-3-yl)ethanone', 'Carbaldehyde', 'Lumichrome', 'Oxazine-6-carbaldehyde', 'Perlolyrine', 'Pyrazine', 'Pyrrole-2-carbaldehyde']",10,"['2-(furan-2-yl)-6-(2S,3S,4-trihydroxybutyl)pyrazine']",1
10.1021/jf504128c,"Through screening 50 strains of entomopathogenic fungi and rescreening of 7 strains of Paecilomyces gunnii, a methanol extract of liquid-cultivated mycelia of P. gunnii was found to have the strongest tyrosinase inhibitory activity. Preparative high-speed counter-current chromatography (HSCCC) guided by high-performance liquid chromatography (HPLC)-electrospray ionization (ESI)-high-resolution mass spectrometry (HRMS) was employed for the isolation and purification of the active components, and three new compounds with half inhibition concentration (IC50) of 0.11, 0.17, and 0.14 mM against diphenolase were obtained from the extract, respectively. Their chemical structures were identified by HRMS, one- and two-dimensional nuclear magnetic resonance (2D NMR) spectroscopy as paecilomycones A, B, and C. Structure and activity studies showed that the tyrosinase inhibition activities are positively related to the number of hydroxyl groups on the paecilomycones.","['Paecilomycone A', 'Paecilomycone B', 'Paecilomycone C']",3,"['Paecilomycone B', 'Paecilomycone C', 'Paecilomycone A']",3
10.1021/np500263r,"The aryl-substituted γ-lactones ralfuranones A and B were isolated after feeding l-[1-13C]-phenylalanine to a liquid culture of the plant pathogenic bacterium Ralstonia solanacearum. 13C NMR analysis demonstrated specific enrichment of the label at position 2 of the γ-lactone. This labeling pattern is consistent with a biosynthetic mechanism that includes direct cyclization of two monomeric phenylpyruvate precursors into an α,β-substituted lactone, but incompatible with a terphenylquinone intermediate. As the latter was shown as an intermediate in allantofuranone biosynthesis, we conclude that aryl-substituted γ-lactones can be assembled via divergent biosynthetic routes.","['Ralfuranone A', 'Ralfuranone B']",2,['Ralfuranone A'],1
10.1038/ja.2014.76,"A new downregulator of the molecular chaperone GRP78, actinopyrone D, was isolated together with a known related compound, PM050463, from Streptomyces sp. RAG92. The molecular formula of actinopyrone D was established as C 25 H 36 O 4 by high-resolution FAB-MS. NMR spectroscopic analysis revealed the structure of actinopyrone D, which consists of an methoxy-γ-pyrone ring and a C 17 side chain containing a cis olefin moiety. Actinopyrone D and PM050463 dose-dependently inhibited 2-deoxyglucose-induced luciferase expression in HT1080 human fibrosarcoma cells transfected with a luciferase reporter plasmid containing the GRP78 promoter. Actinopyrone D inhibited GRP78 protein expression and induced cell death under endoplasmic reticulum stress.","['Actinopyrone D', 'Actinopyrone P']",2,['Actinopyrone D'],1
10.1002/cbdv.201300115,"A new dibenzo[1,4]dioxin 1, and two new prenylated diphenyl ethers, 2 and 3, together with six known compounds, 4-9, were isolated from a sponge-associated fungus Aspergillus versicolor Hmp-F48 by bioactivity-guided fractionation. Their structures were elucidated by 1D- and 2D-NMR, and MS analyses. The compounds showed potent cell growth inhibitory activities against HL-60 cell line. Copyright",[],0,"['4,6-dimethoxy-2,9-dimethyldibenzo[b,e][1,4]dioxine-1,7-diol', '(3S)-3,4-dihydro-5-(3-hydroxy-5-methylphenoxy)-2,2,7-trimethyl-2H-chromen-3-ol']",2
10.1016/j.bmcl.2014.04.016,"Two new bicyclic lactones, myrotheciumones A (1) and B (2) which possessed a rare ring-fusion system were isolated from Myrothecium roridum (M. roridum), an endophytic fungus of the medicinal herb plant Ajuga decumbens (A. decumbens) via an in vitro cytotoxicity assay. Structures were deduced from 1D and 2D NMR (Nuclear magnetic resonance) data. Myrotheciumone A's in vitro cytotoxicity and apoptotic activity were evaluated and myrotheciumone A was shown to exert cytotoxicity via inducing apoptosis in cancer cell line.","['Myrotheciumone A', 'Myrotheciumone B']",2,"['Myrotheciumone A', 'Myrotheciumone B']",2
10.1021/np401047w,"Through addition of suberoylanilide hydroxamic acid, two new aromatic norditerpenes, aspewentins A (1) and B (2), along with an oxygenated derivative, aspewentin C (3), were obtained from the culture of an Aspergillus wentii strain (na-3) isolated from the tissue of the brown alga Sargassum fusiforme. The structures and absolute configurations were unambiguously elucidated by spectroscopic analyses and quantum chemical calculations. Aspewentins A-C were produced before sporulation and exhibited potent bioactivities against some marine-derived organisms.","['Aspewentin A', 'Aspewentin B', 'Aspewentin C']",3,"['Aspewentin A', 'Aspewentin C', 'Aspewentin B']",3
10.1021/jf500361e,"The antagonistic fungus Simplicillium lamellicola BCP has been developed as a microbial biopesticide that effectively controls the development of various plant diseases caused by both pathogenic bacteria and pathogenic fungi. Antibacterial bioassay-directed fractionation was used to isolate mannosyl lipids from S. lamellicola BCP, and the structures of these compounds were elucidated using spectral analysis and chemical degradation. Three novel mannosyl lipids were characterized and identified as halymecins F and G and (3R,5R)-3-O-β-d-mannosyl-3,5-dihydrodecanoic acid. Massoia lactone and (3R, 5R)-3-hydroxydecan-5-olide were also isolated from S. lamellicola BCP. The three novel compounds inhibited the growth of the majority of phytopathogenic bacteria that were tested, and halymecin F displayed the strongest antibacterial activity. Agrobacterium tumefaciens was the most sensitive to the three novel compounds, with IC50 values ranging from 1.58 to 24.8 μg/mL. The ethyl acetate extract of the fermentation broth from the antagonistic fungus effectively reduced the bacterial wilt caused by Ralstonia solanacearum on tomato seedlings. These results indicate that S. lamellicola BCP suppresses the development of plant bacterial diseases through the production of antibacterial metabolites.","['Halymecin F', 'Halymecin G']",2,"['Halymecin G', 'Halymecin F', '(3R,5R)-3-O-β-D-mannosyl-3,5-dihydrodecanoic acid']",3
10.1016/j.bmc.2013.12.038,"Variotin (1) and three novel compounds, formosusin A (2), B (3), and C (4), were isolated from the cultures of the fungus Paecilomyces formosus, and their structures were determined by spectroscopic analyses Compound 2 is (6Z,8E,10E)-variotin, a new cis-olefin analog of compound 1 Compound 2 selectively inhibited the activity of mammalian DNA polymerase β (pol β) in vitro, with an IC50 of 35.6 μM By contrast, compounds 1, 3, and 4 did not influence the activity of pol β These four compounds showed no effect on the activities of other 10 mammalian pols (i.e., pols α, γ, δ, ε, η, ι, κ, λ, and μ, and terminal deoxynucleotidyl transferase) These compounds also did not inhibit the activities of fish, insect, plant, and prokaryotic pols and other DNA metabolic enzymes tested These results suggested that compound 2 could be a selective inhibitor of mammalian pol β The compound 2-induced inhibition of rat pol β activity was competitive and non-competitive with respect to the DNA template-primer substrate and the dNTP substrate, respectively On the basis of these results, the relationship between the three-dimensional structure and pol β inhibitory mechanism of compound 2 is discussed","['Formosusin A', 'Formosusin B', 'Formosusin C', 'Variotin']",4,"['Formosusin B', 'Formosusin C']",2
10.1248/cpb.c13-00856,"Two new cytotoxic dilactones, bisisorhizopodin (1) and isorhizopodin (2), together with known divalent actin depolymerizer rhizopodin (3), were isolated from the culture broth of a myxobacterium Myxococcus stipitatus. Spectroscopic analyses established that 1 and 2 are doubly and singly acyl-migrated isomers of 3, respectively, and comparison of their cytotoxicity revealed gradual decrease in the activity as the size of the ring contracted. Because the side chains of macrolide toxins uniformly block the contact between the actin protomers, the present result demonstrates substantial contribution of structurally diverse rings to the affinity of macrolide toxins for its target protein.","['Bisisorhizopodin', 'Isorhizopodin', 'Rhizopodin']",3,"['Isorhizopodin', 'Bisisorhizopodin']",2
10.1021/np4009688,"Cercosporenes A-F (1-6, respectively), six new guanacastane diterpenes, including a homodimer (5) and a heterodimer (6), were isolated from the crude extract of the fungus Cercospora sp., endophytic to the medicinal plant Fallopia japonica. The structures of 1-6 were elucidated by nuclear magnetic resonance experiments, and 4 and 5 were further confirmed by X-ray crystallography. The absolute configuration of 1 and 3 was assigned by electronic circular dichroism calculations, whereas that of 6 was deduced by the application of the circular dichroism exciton chirality method. In addition to its cytotoxicity against a panel of five human tumor cell lines, HeLa, A549, MCF-7, HCT116, and T24, heterodimer 6 also induced autophagy in HCT116 cells.","['Cercosporene A', 'Cercosporene B', 'Cercosporene C', 'Cercosporene D', 'Cercosporene E', 'Cercosporene F', 'Heterodimer', 'Homodimer']",8,"['Cercosporene F', 'Cercosporene E', 'Cercosporene B', 'Cercosporene C', 'Cercosporene D', 'Cercosporene A']",6
10.1021/np4009915,"A new phytotoxic sesquiterpenoid penta-2,4-dienoic acid, named pyrenophoric acid, was isolated from solid wheat seed culture of Pyrenophora semeniperda, a fungal pathogen proposed as a mycoherbicide for biocontrol of cheatgrass (Bromus tectorum) and other annual bromes. These bromes are serious weeds in winter cereals and also on temperate semiarid rangelands. Pyrenophoric acid was characterized as (2Z,4E)-5-[(7S,9S,10R,12R)-3,4-dihydroxy-2,2,6- trimethylcyclohexyl)]-3-methylpenta-2,4-dienoic acid by spectroscopic and chemical methods. The relative stereochemistry of pyrenophoric acid was assigned using 1H,1H couplings and NOESY experiments, while its absolute configuration was determined by applying the advanced Moshers method. Pyrenophoric acid is structurally quite closely related to the plant growth regulator abscisic acid. When bioassayed in a cheatgrass coleoptile elongation test at 10-3 M, pyrenophoric acid showed strong phytotoxicity, reducing coleoptile elongation by 51percent relative to the control. In a mixture at 10-4 M, its negative effect on coleoptile elongation was additive with that of cytochalasin B, another phytotoxic compound found in the wheat seed culture extract of this fungus, demonstrating that the extract toxicity observed in earlier studies was due to the combined action of multiple phytotoxic compounds.",[],0,['Pyrenophoric acid'],1
10.1021/np401019t,"The Candida albicans fitness test is a whole cell screening platform that utilizes a mixed-pool of C. albicans mutants, each of which carries a heterozygous deletion of a particular gene. In the presence of an antifungal inhibitor, a subset of these mutants exhibits a growth phenotype of hypersensitivity or hyposensitivity. Collectively these mutants reflect aspects of the mechanism of action of the compound in question. In the course of screening natural products a culture of Streptomyces sp. MS-1-4 was discovered to produce a compound, dretamycin, which yielded a fitness profile exhibiting significant hypersensitivity of the DRE2 heterozygote and hyposensitivity of the DIP5 heterozygote. Herein we report the production, isolation, and structure elucidation of dretamycin.",[],0,['Dretamycin'],1
10.1016/j.phytochem.2014.04.015,"Four cadinane-type sesquiterpenes and four 13-carbon γ-lactones, together with three known compounds, were isolated from cultures of the basidiomycete Trichaptum pargamenum. Their structures were elucidated on the basis of extensive spectroscopic methods. The absolute configurations of two of the cadinene type sesquiterpenes 1 and 3 were confirmed by single crystal X-ray diffractions.",[],0,"['(6Z,9S)-3,4-trans-9-hydroxy-3-methyldodec-6-en-4-olide', '(6Z)-3,4-trans-9-oxo-3-methyldodec-6-en-4-olide', '(+)-(1R,3R,6S,7S,11R)-3,12-dihydroxy-α-muurolene', '3α-hydroxyartemisinic acid', '(6Z)-3,4-trans-11-oxo-3-methyldodec-6-en-4-olide', '(6Z,11S)-3,4-trans-11-hydroxy-3-methyldodec-6-en-4-olide', '(+)-(1R,3R,6S,7S,11S)-3,12-dihydroxy-α-muurolene', '(+)-(1R,3R,6S,7S,8R,11S)-3,8,12-trihydroxy-α-muurolene']",8
10.1080/14786419.2014.887074,"A new cyclic tetrapeptide, cyclo-(l-leucyl-trans-4-hydroxy-l-prolyl-d- leucyl-trans-4-hydroxy-l-proline) (1), was isolated from the co-culture broth of two mangrove fungi Phomopsis sp. K38 and Alternaria sp. E33. The structure of 1 was determined by analysis of spectroscopic data and Marfey's analytic method. Primary bioassay demonstrated that compound 1 exhibited moderate to high inhibitory activity against four crop-threatening fungi including Gaeumannomyces graminis, Rhizoctonia cerealis, Helminthosporium sativum and Fusarium graminearum as compared with triadimefon.",[],0,['Cyclo-(L-leucyl-trans-4-hydroxy-L-prolyl-D-leucyl-trans-4-hydroxy-L-proline)'],1
10.1021/jf503846z,"Bioassay-guided fractionation of the fermentation extract of Xylaria sp. XC-16, an endophyte from Toona sinensis led to the isolation of two new cytochalasans cytochalasin Z27, 1, and cytochalasin Z28, 2, along with three known compounds seco-cytochalasin E, 3, and cytochalasin Z18, 4, and cytochalasin E, 5. The structures of 1 and 2 were elucidated by spectroscopic and electronic circular dichroism methods. Compound 5 was shown to be potently cytotoxic against brine shrimp (LC50 = 2.79 μM), comparable to that of the positive agent toosendanin (LC50 = 4.03 μM), and also exhibited potential phytotoxic effects on Lactuca sativa and Raphanus sativus L. seedlings, which are higher than that of the positive control glyphosate. Additionally, the fungicidal effect of 2 against the phytopathogen Gibberella saubinetti was better than that of hymexazol. This is the first report of the three types of cytochalasins present in genus Xylaria. A structure-phytotoxicity activity relationship is also discussed.",[],0,"['Cytochalasin Z27', 'Cytochalasin Z28']",2
10.3923/pjbs.2014.667.674,"Several endophytic fungal strains from Srikaya plants (Annona squamosa L.) have been isolated and one of them was identified as Penicillium sp. Penicillium has been proven as an established source for a wide array of unique bioactive secondary metabolites that exhibit a variety of biological activities. The aim of this study is isolation of secondary metabolite from Penicillium, an endophytic of A. squamosa L. Penicillium sp. from endophytic of A. squamosa L. was fermented in Wicherham media. The whole extract from both liquid media and mycelium was partitioned by ethyl acetate and evaporated to obtain crude ethyl acetate extract. The ethyl acetate extract was then brokedown using column chromatography with silica as stationary phase and mixture of ethyl acetate/methanol (98%:2%) as mobile phase and then was separated by sephadex column. Structure elucidation of isolated compounds were mainly done by analysis of one and two dimensional NMR (Nuclear Magnetic Resonance) data and supported by HPLC (High performance Liquid Chromatography) and MS-TOF (Mass Spectrometer-Time of Flight). Isolated secondary metabolites were tested using in vitro assays for anticancer and antimicrobial activity. For anticancer activity, the metabolites were tested against breast cancer cells (MCF-7) using MTT assay, while for antimicrobial activity was performed using disk diffusion assays. From these physical, chemical and spectral evidences that the secondary metabolites were confirmed as Chrysogine and Meleagrine. Chrysogine and Meleagrine have no activity as anticancer and antimicrobial.",[],0,['Meleagrine'],1
10.1016/j.chembiol.2014.03.011,"Information on gene clusters for natural product biosynthesis is accumulating rapidly because of the current boom of available genome sequencing data. However, linking a natural product to a specific gene cluster remains challenging. Here, we present a widely applicable strategy for the identification of gene clusters for specific natural products, which we name natural product proteomining. The method is based on using fluctuating growth conditions that ensure differential biosynthesis of the bioactivity of interest. Subsequent combination of metabolomics and quantitative proteomics establishes correlations between abundance of natural products and concomitant changes in the protein pool, which allows identification of the relevant biosynthetic gene cluster. We used this approach to elucidate gene clusters for different natural products in Bacillus and Streptomyces, includingnovel a novel juglomycin-type antibiotic. Natural product proteomining does not require prior knowledge of the gene cluster or secondary metabolite and therefore represents a general strategy for identification of all types of gene clusters.",[],0,['Juglomycin C amide'],1
10.1021/ol4033418,"The isolation and structural elucidation of a new tetracyclic polyketide (ruthmycin) from Streptomyces sp. RM-4-15, a bacteria isolated near thermal vents from the Ruth Mullins underground coal mine fire in eastern Kentucky, is reported. In comparison to the well-established frenolicin core scaffold, ruthmycin possesses an unprecedented signature C3 bridge and a corresponding fused six member ring. Preliminary in vitro antibacterial, anticancer, and antifungal assays revealed ruthmycin to display moderate antifungal activity.",[],0,['Ruthmycin'],1
10.1021/np401017g,"New alkylated hydroquinones violaceoid A (1), violaceoid B (2), and violaceoid C (3), an alkylated phenol violaceoid D (4), and a cyclohexenoid violaceoid E (5) were isolated from a culture broth of Aspergillus violaceofuscus Gasperini isolated from moss. The structures were identified by interpretation of spectroscopic data (1D and 2D NMR, MS, and IR). Two known compounds, the cyclohexenoid 6 and eupenoxide (7), were also isolated. Compound 6 was isolated for the first time as a natural product and named violaceoid F. Isolated compounds were tested for cytotoxic activity against five human cancer cell lines and a mouse macrophage cell line. Violaceoid A was the most potent of the seven compounds against all cell lines. Violaceoid C and D exhibited cytotoxicity against the leukemia cell lines with LD50 values 5.9-8.3 μM, while violaceoid F was found to be cytotoxic against HCT116 and RAW264.7 with LD50 values of 6.4 and 6.5 μM, respectively. These results demonstrate that violaceoid derivatives are a new class of cytotoxic hydroquinones with a hydroxymethyl and a linear alkyl substituent.","['Eupenoxide', 'Violaceoid A', 'Violaceoid B', 'Violaceoid C', 'Violaceoid D', 'Violaceoid E']",6,"['Violaceoid E', 'Violaceoid A', 'Violaceoid B', 'Violaceoid F', 'Violaceoid C', 'Violaceoid D']",6
